Smell word,In hoofdstuk?,Lexical category,Spelling variants,Olfactory Language Category,Valuation,Provenance,Definition,Attestation,
zwavellucht,,noun,"zwaveldamp,  Odeur sulfureuse ",Odor quality/ Source ,,WNT,"1. Stank, geur van brandende zwavel, van zwaveldamp, van een zwavelverbinding; 2. Lucht met zwaveldampen, damp van (brandende) zwavel, gas van zwaveldioxyde, van zwavelwaterstof resp. van zwavelzuur.  3.  Aan reepen gescheurd gezwaveld doek dat in brandenden toestand gebruikt wordt bij het zwavelen van wijnvaten, het conserveeren van groenten en het verdelgen van bijen en ongedierte. 4. In de volgende aanh. ook gebruikt bij het blusschen van schoorsteenbranden. ","1. ”Brand!” riep de knecht, want 'er was een zwavellucht door het huis verspreid, Loosjes, Bronkh. 5, 85 [1807].; Jan de winkelknecht … streek met kracht een ouderwetschen lucifer over 't doosje, zoodat de phosphor knetterend ontvlamde en de zwavellucht den klanten in den neus kwam,   v. maurik, Pap. Kind. 240 [1888].; Ze ruikt de vochtige zwavellucht van doovenetel en gras en kruizemunt in halfdonker uit de modderige spleet achter den regenton gegroeid,   v. bruggen, Huisje a.d. Sl. 21 [1921]. 2.  Zwavellucht … Gaz acide sulfureux; air acide vitriolique (de Priestley),   kramers, Ned.-Fr. Wdb. [1862].; Zwavellucht, lucht, die zwaveldampen bevat, Kuipers [1901].; Wanneer ik … het glas uit het water optrok, en daar aan rook, zo was het vol van een verstikkende Zwavellucht; de kaars te na by 't glas komende, sloeg de vlam 'er in, en daar geschiede een slag als van een blixemvuur, dat de geheele kolf met een blauwagtige vlam vervulde (het betreft een proef die aantoont dat nagloeiend hout schadelijke dampen produceert), Verh. Holl. Maatsch. Weet. 4, 1, 444 [1758].; De aan de Comp. Zwavel fourneerende Berg …, die … de daaronder leggende Vlakte steeds vervult met de fijnste Zwaveldeeltjes …; zodat het niet zelden gebeurd dat … er geduurende de Landwind steeds op de geheele vlakte een soort van dampagtige warme zwavellugt blyft leggen, In de Jonge, Opk. 12, 475 [1799].; Het zwavelwaterstofgas, ook hydrothionzuur …, hepatische lucht, stinkende zwavellucht genaamd, V.d. boon mesch, Scheik. 2, 239 [1833].; De zwavellucht slaat ons benauwend op de borst, als we afstijgen en te voet in den ontzagwekkenden krater gaan, V maurik, Tòtòk 238 [1897]. 3. Zwavellucht, Schwefeltuch, Nemnich, Holl. Waaren-Lex. 192 [1821].; Zwavellucht, Zwavellint, Visser, Volksn. [1912].; Groenten te bewaren. Braconnet gebruikt hiertoe een vat …, hetwelk tot op drie vierde van den inhoud met de keukengroenten gevuld wordt. Aan de deur of het luikje maakt hij eenen draad vast, om er een stuk brandende, zoogenaamde zwavellucht (zwaveldoek) aan te kunnen vastmaken, Schatk. v.a. St. 1842, 63.; Om … de bijen te verstikken zet men den korf op een strooring of krans, en brengt snel een paar brandende strooken gezwaveld doek (zoogenaamde zwavellucht der droogisten) … er onder, waardoor de bijen spoedig dood nedervallen, Hekmeijer, Bijent. 137 [1866].; 4.  Brand in den schoorsteen te blusschen. Hiertoe is het eenvoudigste middel, om een pond zwaveldoek, zoogenaamde zwavellucht, met hetwelk de wijnkoopers de vaten zwavelen, aan te steken, en onder den schoorsteen te hangen, Schatk. v.a. St. 1842, 51.",
zwavelreuk,,noun,"zwaveldamp,  Odeur sulfureuse ",Odor quality/ Source ,,WNT,"Geur, reuk van (brandende) zwavel; m.n. stank, scherpe geur van zwavelverbindingen als zwavelwaterstof en zwaveldioxyde."," ; Zwavelreuk, reuk van zwavel in gedroogde hop, odeur de soufre; smell of brimstone; Schwefelgeruch,   lindemans, Hopt. [1928].; In het Hildesheimsche by het Dorp Hasdan is een bron, die een zwavelreuk eenige uuren ver van zich af geeft,   v. ranouw, Kab. 2, 246 [1719].; Tot de Zwaveldampen betrek ik de blixems: 't is meer dan waarschynlyk, dat zy, die van den blixem getroffen worden …, verstikt zyn door gebrek van lugt …; daar is ook eene Zwavelreuk by hun, Verh. Holl. Maatsch. Weet. 4, 1, 441 [1758].; Indien een brandbaare Mineraale Stoffe, op gloeijende Kolen gelegd, een dikken verstikkenden Rook uitgeeft, brandende met een blaauwe Vlam, en hebbende den gewoonen Zwavel-Reuk, dan is het Zwavel, of zy bevat ten minste Zwavelige deelen, Houttuyn, Nat. Hist. III, 1, 163 [1780].; Een Mineralogist … kent uit den pisachtigen reuk, door wrijving, de Bolonische Phosphorus en de Spaten, de zwavelreuk der pijriten of zwavelkies, het marmer,   berkhey, N.H. 5, 349 [1805].; Wanneer zij (ruwe zwavel) op doek gewreven wordt, wordt zij elektriek (negatief) en geeft eenen zwakken zwavelreuk,   campagne, Droog. en Apoth. 31 [1831].; Het (t.w. zwavelcarbonaat) bezit een' eigendommelijken, naar de zwavel-waterstof van verre gelijkenden, walgelijken zwavelreuk, en een' scherpen, stinkenden, eenigzins aromatischen smaak, Berzelius-mulder, Scheik. 1, 147 a [1834].; Bij nog werkzame vulkanen verraadt de zwavelreuk reeds dat zij zich steeds met de destillatie van zwavel bezig houden,   Boek d. Uitv. 5, 15 [1868].; Hij schuurde den luciferskop over het dekseltje, dat hij als een stukje donkerte tusschen zijn linker wijsvinger en duim klemde. De lucifer woú niet, en hij gooide hem in een afstandje naar de vloer, de zwavelreuk naar in zijn neusgaten, V. deyssel, Kl. Rep. 1, 319 [1889].; Over witte lava-blokken en gele zwavelrotsen klimmen we voort, tot aan de warme bronnen, die ons van verre reeds hun akeligen, scherpen zwavelreuk tegemoet zenden, V. maurik, Tòtòk 237 [1897]",
zweetlucht ,,noun,,Odor quality/ Source ,Malodorous,Brouwer Lexicon,,,
dranklucht,,noun,,Odor quality/ Source ,,Friesch WDB,reuk van sterke drank,,
hurdstank,,noun,,Odor quality/ Source ,,Friesch WDB,"reuk van den haard, het naar den haard rieken van iemand, die altijd daarbij zit",,
misrook,,noun,,Odor quality/ Source ,,Friesch WDB,Verkeerde reuk; stank,"Friesch WDB: en scoe bang wirde, det der mei koarten misrook oankaem. t.e. halb, boerke, 81, [1905].",
parfum ,,noun,,Perfume,Fragrant,Brouwer Lexicon;WNT,See separate doc,See separate doc,
parfumerie ,,noun,,Perfume,Fragrant,Brouwer Lexicon,,,
reukbal,,noun,,Perfume,,WNT,"In toepassing op kleine bolletjes die geurstof bevatten, en die worden gebruikt hetzij als reukmiddel, hetzij om bederf te weren","Aldus bereydt … zijnde, wordt (het ”laudanum”) ghebesicht om daer welrieckende Ballekens af te maecken,   dodon. 315 b [ed. 1608].; Ymand iets onder den neus wryven. Dat wil zeggen, te maken dat hy 't riekt en verneemt, door hem iets als een reukballeken onder den neus te brengen en stryken, door verwyten,   tuinman 1, 199 [1726].",
reukoffer,,noun,reekoffer,Perfume,,WNT; Friesch WDB,,"Bij dit tooneeltoestel (t.w. een scherm, een lamp, een kist met wajangpoppen enz.) (behooren) een eigenaardig gevormd wajang-hamertje …, een schaal voor het reukoffer …, en een metalen kom voor het spijsoffer,   bezemer in colijn, N.I. 1, 158 [1911].; Friesch WDB: t myn gebet as in reekoffer foar jins oantlit stean. Bibel, Psalm 141:2, [1943].",
reukwater,,noun,,Perfume,Fragrant,,,"Toilet- en reukwaters, mond- en tandwaters enz.,   Tariefw. 1934 (Stbl. 1935, n° 381), blz. 205.; Ic consentere … een snuytdoeck met claverwater nat te maken, ende ooc de oorcussens hier en daer met water van Azagar wat te bedouwen,   v. beresteyn, Sendtbr. v. De Guevara 1, 59 b [1600].; Voor de Vrouwen trectmen water Van Poley van reucke goet,   hondius, Moufe-schans 166 [1621].; Een eerlyk Man moet niet stinken als een Arbeider, noch reukverwen by zich dragen gelyk lichte Hofpoppen. Nogtans moogt gy naar uwe jaren u wel bedienen van de gedisteleerde lieffelyk ruikende wateren,   Welleventheid 232 [1733].; Hij bestrooide zich met welriekende wateren, welke handelwijze hij … in anderen … had gegispt,   kist, Eikenh. 2, 338 [1810].; Hij … vestigde zich te Delft, waar hij met het bereiden van fijne wateren den kost zocht te verdienen,   mulder, J.F. 1, 122 [1857].",
ruiker,,noun,,Perfume,,WNT,"Bal van welriekende gom of specerij als reukwerk dienende; ook geheeten: riekappel, riek- of ruikbal. Verouderd;  Een bos bijeengeschikte bloemen, een bouquet. ","Hij … had groote kassen in zijn tuin; hij hoefde geen armzalig ruikertje bij den bloemist te gaan halen,   zernike, Schamele Deel 114.; 't Is niet te zeggen, dat iemand, die eene opgehoopte korf van allerlei door een verwerde bloemen voor den dag brengt, een overvloediger voorraad van dat aangenaam gewas bezit, als een ander, die alleen maar met een evenmatig en kunstig geschakeert ruikertje, of (om met den beminnelyken Kats te spreeken) tuiltje, te voorschyn komt, om 't welk t'zamen te stellen, hy duizenden van bloemen heeft moeten afkeuren, en verwerpen,   v. effen, Spect. 8, 236 [1734].; Een ruiker versche viooltjens,   j. v. lennep, Lev. v. D. J. v. L. 1, 94.",
toiletwater,,noun,,Perfume,fragrant,WNT,,"Toilet- en reukwaters, mond- en tandwaters enz.,   Tariefw. 1934 (Stbl. 1935, n° 381), blz. 205.; Toiletwaters, verdunde oplossingen van parfum in verdunden alcohol,   Kath. Encyclop. [1938].",
wierook,,noun,,Perfume,,WNT,,"Toen wierd aen D. gegéven Staf en magt van 't Bischopdom, Waer D. … Héft den wierook toegeswaeyd,   v. daele, Tydv. 8, 4 [1806].; Tot dat de wierook dier gebeden … Een' lieffelyken reuk verspreidde in 't hemelhof, En 't mededoogen der alziende Godtheit trof,   hoogvliet, Abr. 271 [1727].",
neusklacht,,noun,,Sensory system,,Wentgens_De Gids_1977,,Uit het voorgaande wordt wel duidelijk dat neusklachten een rol van betekenis hebben gespeeld in Van Eedens leven.,
reukprikkel,,noun,,Sensory system,,Wentgens_De Gids_1977,,"In tegenstelling tot de andere zintuiglijke waarnemingen worden de binnenkomende reukprikkels door een fylogenetisch oud, primitief deel van de hersenen, het zogenaamde rhinencefalon, bemiddeld.",
geurimpressie,,noun,,Sensory system,,Wentgens_De Gids_1977,,Van Tricht noteert in zijn proefschrift dat Van Eeden uiterst gevoelig op het natuurmilieu reageert 25. en het zal nu geen verbazing wekken dat dit vaak door middel van geurimpressies tot uitdrukking wordt gebracht,
fijn,,adjective,,Sensory system ,,WNT,Fijne reuk,"Die schrikkelijke fijnheid van reuk, waarvoor de jagthond van Pieter-baas onderdoen moet,   wolff en deken, Wildsch. 2, 212 [1793].",
kittelen,,verb,,Sensory system ,,WNT,Den reuk kittelen. ,"Bloemen, die de zinnen door hun reuk en schoonheid kittelen,   Philanthrope 1, 491 [1757].",
lucht,,noun,,Sensory system ,,Friesch WDB, reukvermogen,"De houn is de lucht kwyt … al scoed 'r nou ek op in mird sitte, hy rûkte him net! a. brouwer, marijke, 61, [1943].; De Syphoun wie in streupershoun, dy't mear 'lucht' hie as in wynhoun, it langer úthâlde koe, better tabiet en tagelyk hurd roun. g.r. groustra, Fr.D., [1-5-1976].",
neus,,noun,,Sensory system ,,WNT,Uitstekend deel in het midden van het aangezicht en waarin het zintuig is van den reuk.,"Die 'nen neus heeft, kan rieken (zegsw. in Z.-N., gelijkstaande met: wien de schoen past, trekke hem aan),   corn.-vervl., blz. 2255.",
reuk ,,noun,"Reuck, rook",Sensory system ,,Brouwer Lexicon; WNT; Friesch WDB,,"Mijn reuk is even sterk; 't gehemelte onvereelt,   loosjes, Lev. v. C. Huygens, 145.; Daar zijn geleerde vakmannen die beweren dat de reuke (bij de bij) ook in de voelhoorntjes zit,   mervillie in Biekorf 14, 196 [1903].; Jan heeft, zeidt Jasperbuur, een zonderlinge vondt. De zieke paarden maakt hy door zijn reuk gezondt,   j. vos, Ged. 2, 509 [c. 1655].; Friesch WDB: Ik mis myn rook troch de swiere forkâldenheit. Fr.W., [1956].; Troch de wei fan de rook yn jin opnimme. d.a. tamminga, taelhelling I, 105, [1963].",
reukbuis,,noun,snotbuis,Sensory system ,,WNT,,"Bij c vind men het uiteinde van de groote sleuf der snotkom …; deze kom of sleuf, formeert aan de uitwendige zijden, de groote of bovenste snot- of reukbuis,   berkhey, N.H. 5, 366 [1805].",
reukindruk,,noun,,Sensory system ,,WNT,,"Topochemische zin. Orienteeringsvermogen door middel van smaak- of reukindrukken, als bv. bij de spinnen,   v. essen, Wdb. d. Psychol. [1938].",
reukkamer,,noun,,Sensory system ,,WNT,holte in het reukorgaan,"De reukkameren en snotwegen (in den neus van het rundvee),   berkhey, N.H. 5, 399 [1805].",
reukloos,,adjective,,Sensory system ,,Brouwer Lexicon; WNT,"2) Het vermogen geuren waar te kunnen nemen missend, niet kunnende ruiken. ","2. (Ithobal) Wie noch schrickt voor onraet, en gevaer; Twe zuilen stutten ons, de wapens, en 't altaer. (Wetgeleerde) O ydel toeverlaet van outer, en van wapen, zoo lang ghy u zoo blint aen afgoôn blijft vergapen, Aen stomme en blinde en doove en reuckelooze Goôn, Vondel 5, 709 [1648].; Maar Vaaders, fyne religieusen, Wy loopen, met geen houte neusen, Als reukeloose Tempelgooden, Vergeefs den wierook aangeboden, Six v. chand. 331 [1657].; Ik ben nog altijd geheel reuk- en smaakloos, dat schijnt te deprimeeren, V. eeden, Dagb. 3, 44 [1895].",
reukloosheid ,,noun,reukeloosheid ,Sensory system ,,Brouwer Lexicon; WNT,Eigenschap van het niet kunnen ruiken,"Reukeloosheid hetzelfde, dat deprimeert zeer. Ik kan geen verzen schrijven. Gestadig een eigenaardige reukverbeelding. Iets als zeepsop of petroleumwalm, V. Eeden, Dagb. 3, 44 [1895].",
reuklust,,noun,,Sensory system ,,neologisme,,,
reukopslorper,,noun,,Sensory system ,,WNT,neus(deel),"Bij berkhey (berkhey, N.H. 5, 388 [1805]) als benaming voor den kleinen inham van de bovenste snot- of reukbuis in den neus eener koe, ”waar in de reuk wordt opgeslorpt” (5, 366).",
reukorgaan ,,noun,,Sensory system ,,Brouwer Lexicon,,,
Reuksysteem,,noun,,Sensory system ,,,,,
Reuktuig,,noun,,Sensory system ,,,,,
reukverbeelding,,noun,,Sensory system ,,WNT,," Ik kan geen verzen schrijven. Gestadig een eigenaardige reukverbeelding. Iets als zeepsop of petroleumwalm, v. eeden, Dagb. 3, 44 [1895].",
reukvermogen ,,noun,,Sensory system ,,Brouwer Lexicon,,,
reukvlies,,noun,,Sensory system ,,,,,
reukzenuw,,noun,,Sensory system ,,WNT,,"”De tepelachtigebeentjes …, waar in de reukzenuwen naar de herssenen loopen en in het merg verdwijnen”, berkhey, N.H.5, 143 [1805]); Er zijn menschen, wier reukzenuwen gestreeld worden door onverdragelijken stank; anderen, wier gehemelte aangenaam geprikkeld wordt door wrange, bittere, of walgelijke smaken …. Het een en ander noemen wij eene verbastering van reuk of smaak, en wij schrijven het toe aan eene ontaarding der fijnere deelen, die bij het rieken of smaken in aanraking komen,   v.d. palm, Sal. 5, 266 [1813].; niets had ik in den zak, hetwelk ik met goed gevolg op de reukzenuwen mijner duizelige reisgenoote appliceren kon",
reukzin ,,noun,,Sensory system ,,Brouwer Lexicon; WNT,," ”De waarnemingsorganen in dienst van den tastzin, smaakzin en reukzin … zijn (bij insecten) minder gespecialiseerd dan de organen van het gehoor en het gezicht”, oudemans, Insecten 96 [1905]); Worden de antennen voor een ander dan het gewone doel gebruikt …, dan blijken de tasters de zetel van den reuk te zijn. Dat de tasters ook als tastorganen eene groote rol spelen, wordt reeds door hun naam aangeduid,   100.",
rook,,noun,de reuk,Sensory system ,,WNT,oude benaming voor de reuk,"Sij (de afgoden) hebben eenen mont, maer sij en spreken niet. Heel doof haer ooren zijn Haer nasen … Sijn sonder roeck,   v. z. v. nyevelt, Sout. Lied. 113, 4.; Naer advenant het oor, soo sal daer wesen oock De weelden van den Neus, de wellust van den roock (t.w. in den hemel),   stalpert v. d. wielen, Uitgel. Dicht. 7.",
ruikhaar,,noun,,Sensory system ,,,,,
snof,,noun,snuf,Sensory system ,,WNT,"reukvermogen, reuk","Want d'ongebondenheyd is wonder nau van lucht, En scharp van snof en reuck, als sommigh slagh van dieren, Vondel 3, 65 [1630].; Soldaten connen riecken Gelyck de Honden, waer de Proy leyt diep, en duf: Veranderingh van locht beneemt alleen de snuf, ogier, Seven Hoofts. 80 [1678].",
sponsbeen,,noun,,Sensory system ,,WNT,sponsachtig been.,"Die holligheden, waar in de sponsbeenderen van den reuk liggen,   berkhey, N.H. 2, 140 [1769].",
stomp,,adjective,,Sensory system ,,WNT,Van werkingen of vermogens: niet doordringend; niet fijn; weinig onderscheidend; zwak. ,"Dewyl zy (de hazen) … zwakke oogen, een stompe reuk, doch een goed gehoor hebben, zo enz.,  berkhey, Nat. Hist. v. K. 3, 62.",
vies,,adjective,,Sensory system ,,WNT,kieskeurig,"Wel, viese neusen, is uw reuke dan den regel? Wel, dwersse hoofden, is uw vonnis dan den zegel? Voor gij dus oordeelt, van uw evenmensch gebrek Steekt uwe neusen eerst in uw vermuft vertrek, Daer sullen sij misschien beseffen vuylder geuren, Dan, in de beste zael … der gebueren,   de swaen, 1, 156 [1688].",
vossenneus,,noun,,Sensory system ,,WNT," neus, reukvermogen van of als van een vos.","
Vosseneus, de neus, het scherpe reukvermogen van een vos,   hermans, Jacht en Taal [1951].",
welgeneusd,,adjective,,Sensory system ,,,,,
aagt,,noun,,Smell source / object,,WNT,"Benaming van twee soorten van appelen, van ”de Engelsche aagt”, ook ”kroonappel” genoemd, en van ”het Enkhuizer aagje”. ","Dan nodigt u de geurige Aagt, De gulde Pipling, Bergamotten, enz.   willink, Amst. Tempe, 88.",
aalt,,noun,,Smell source / object,,WNT,gierstof,,
aardbei,,noun,,Smell source / object,,WNT, Bekende geurige en smakelijke vrucht van de aardbezieplant. ,"ô Geurige aardbei! ô geschilderde meloenen!   huydecoper, Ged. 16 .",
aas ,,noun,,Smell source / object,,WNT,,"Het onderscheid van aas of deeg der visschers, leeraart den onderscheiden reuk dezer Dieren,   berkhey, N.H. 5, 347 [1805].",
aaskruid,,noun,"Stapelia, aasbloem",Smell source / object,,WNT,"Vlaamsche benaming van een veelsoortig geslacht van vetplanten, tot de Asclepiadeën behoorende, in Noord-Nederland gewoonlijk Stinkbloem of Paddenbloem en ook wel Aasbloem geheeten (Stapelia L.), wier bloemen een walglijken reuk, als van aas of rottend vleesch, verspreiden en daardoor aasvliegen verlokken om er hare eieren op te leggen.",,
abrikoos,,noun,,Smell source / object,,WNT,,"Eene geurige, smakelijke, lekkere abrikoos. Ingelegde, gekonfijte abrikozen. Abrikozen kweeken, plukken.  ",
